146	57
146	74
195	72
202	182
172	173
146	174
146	156
169	155
146	111
146	130
188	220
146	222
146	240
178	232
186	238
185	260
174	285
145	284
145	266
173	268
99	56
99	74
125	74
125	56
125	112
125	129
98	129
98	112
98	155
98	173
125	174
125	154
99	206
99	188
125	188
125	207
124	221
124	241
98	221
98	264
98	283
124	283
124	265
124	320
124	338
74	341
90	374
145	319
145	339
171	322
156	187
156	206
186	187
186	208
174	111
169	129
174	73
182	16
92	17
20	196
30	188
30	203
50	183
50	208
52	107
51	283
172	239
172	223
98	241
98	319
98	335
98	335
