201	38
201	53
176	55
176	39
150	41
150	55
130	56
129	42
200	63
200	78
176	78
176	63
130	66
130	80
150	79
150	65
200	86
200	102
176	104
176	88
131	88
150	89
150	103
130	104
200	112
200	126
176	128
176	112
150	113
150	127
131	127
130	113
150	154
150	169
131	169
131	154
200	154
200	168
176	168
176	154
151	178
151	191
131	191
131	178
200	178
199	192
176	192
176	178
151	202
151	215
132	215
132	201
199	203
199	216
177	217
176	202
151	225
151	238
132	237
132	225
199	226
199	239
176	239
175	226
133	262
151	264
151	276
133	275
199	266
197	278
176	279
175	265
151	286
151	297
133	296
133	285
175	286
197	288
197	300
175	299
151	307
151	318
133	317
133	306
196	310
196	321
175	320
175	309
133	326
151	328
151	339
134	337
174	328
196	331
196	343
174	340
170	350
182	358
78	19
47	83
39	103
49	283
92	43
92	59
110	58
110	41
110	66
92	67
93	81
110	81
111	90
93	90
93	105
111	105
111	113
111	128
111	152
111	168
112	177
112	191
113	200
113	214
113	223
113	238
115	261
115	274
115	282
115	297
115	304
115	316
115	324
115	337
101	335
101	323
99	315
99	302
99	295
99	282
99	274
97	261
97	236
97	223
96	214
96	200
96	191
95	176
95	168
94	153
93	128
93	113
37	83
29	94
91	357
97	23
210	16
